data,label,CCT_xc_distance,CCT_xc_count5,CCT_xc_count7,CCT_x4_distance,CCT_x4_count5,CCT_x4_count7,r50_xc_distance,r50_xc_count5,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_x4_distance,r50_x4_count5,r50_x4_count7
chest_hosp/train/1/CX-1-1791.jpeg_001,1,0.0009057899871225406,5,6,0.3845340822441764,5,7,0.0002108062019162693,5,7,5,3,0.06965554625960446,5,7
chest_hosp/train/1/CX-1-1792.jpeg_000,0,0.5183685025548864,0,0,0.5484986236984547,0,0,1.996993470879224,0,0,0,0,0.2206635260094043,0,0
chest_hosp/train/1/CX-1-1792.jpeg_001,1,0.00015760469372960717,5,7,0.15623827345185382,5,7,0.000340256321933019,5,7,5,3,0.10520870808466187,5,7
chest_hosp/train/1/CX-1-1793.jpeg_000,0,0.5248132962506372,0,0,0.7559889545089945,0,0,1.9949963672384898,0,0,0,0,0.23949659387287903,0,0
chest_hosp/train/1/CX-1-1793.jpeg_001,1,0.00031482704149299323,5,7,0.0862907060820044,5,7,6.381906830332795e-06,5,7,5,3,0.023835701650097185,5,7
chest_hosp/train/1/CX-1-1794.jpeg_000,0,0.5202531942472175,1,2,0.44628561092203267,0,0,1.9963870024394725,0,0,0,0,0.25506028763818345,0,0
chest_hosp/train/1/CX-1-1794.jpeg_001,1,0.00019807129070037455,4,5,0.20672366327636504,5,7,0.00017333344949110874,5,7,5,3,0.08981895449750477,5,7
chest_hosp/train/1/CX-1-1795.jpeg_000,0,0.5295970325341346,0,0,0.38216061986760475,1,1,0.10466054072346975,0,0,3,2,0.12238102923508754,0,0
chest_hosp/train/1/CX-1-1795.jpeg_001,1,0.000465772601428438,5,7,0.30873909446345627,4,6,1.8444524353605667,5,7,2,1,0.115113892036939,5,7
chest_hosp/train/1/CX-1-1796.jpeg_000,0,0.5212432552142443,0,0,0.8466682305039236,0,0,1.9912201898898512,0,0,0,0,0.2230629067503348,0,0
chest_hosp/train/1/CX-1-1796.jpeg_001,1,0.00022115817700152363,5,7,0.12339274219847018,5,7,0.00041928636682930787,5,7,5,3,0.014994108265570683,5,7
chest_hosp/train/1/CX-1-1797.jpeg_000,0,0.5218694279910022,1,1,0.7459825243713196,0,0,1.9906798465609667,0,0,0,0,0.2216308273334885,0,0
chest_hosp/train/1/CX-1-1797.jpeg_001,1,0.0002364086493074069,4,6,0.18782571262552783,5,7,0.0005439571696327361,5,7,5,3,0.016669154925183505,5,7
chest_hosp/train/1/CX-1-1798.jpeg_000,0,0.5148422924756698,1,1,0.7756214063688798,0,0,1.993601211131998,0,0,0,0,0.2339874032048488,0,0
chest_hosp/train/1/CX-1-1798.jpeg_001,1,9.420368306878313e-05,4,6,0.09825043521009613,5,7,4.5467867300752474e-05,5,7,5,3,0.015582897985411348,5,7
chest_hosp/train/1/CX-1-1799.jpeg_000,0,0.5259974020662473,0,0,0.8519746028685609,0,0,1.9912697740803653,0,0,0,0,0.21949172142480888,0,0
chest_hosp/train/1/CX-1-1799.jpeg_001,1,0.0003494855017541765,5,7,0.17514504087477956,5,7,0.0004084831443990078,5,7,5,3,0.013789475594340073,5,7
chest_hosp/train/1/CX-1-1800.jpeg_000,0,0.5277866167949055,0,0,0.48303563563948804,0,0,1.997249987572668,0,0,0,0,0.3372240299972282,0,0
chest_hosp/train/1/CX-1-1800.jpeg_001,1,0.0004052348478537082,5,7,0.14561944076553668,5,7,0.00043425532973540015,5,7,5,3,0.09670342894560346,5,7
chest_hosp/train/1/CX-1-1801.jpeg_000,0,0.5312780198722178,0,0,0.8062171853260127,0,0,1.995442818920302,0,0,0,0,0.28475522613282755,0,0
chest_hosp/train/1/CX-1-1801.jpeg_001,1,0.0005256880528092811,5,7,0.3227440276828477,5,7,3.3172514498525096e-05,5,7,5,3,0.0754599505706105,5,7
chest_hosp/train/1/CX-1-1802.jpeg_000,0,0.522817637228871,1,1,0.6104279534244001,0,0,1.987758079388719,0,0,0,0,0.23406637005780406,0,0
chest_hosp/train/1/CX-1-1802.jpeg_001,1,0.0002604580954270741,4,6,0.1326927665857376,5,7,0.0014032428383823348,5,7,5,3,0.02875832482734786,5,7
chest_hosp/train/1/CX-1-1803.jpeg_000,0,0.46198834788739707,0,0,0.6953026692842572,0,0,1.994355193497962,0,0,0,0,0.24457739839206394,0,0
chest_hosp/train/1/CX-1-1803.jpeg_001,1,0.0011425235464461725,5,7,0.29826124834775714,5,7,3.5162991053327985e-06,5,7,5,3,0.03168951578803347,5,7
chest_hosp/train/1/CX-1-1804.jpeg_000,0,0.5193192398350204,0,0,0.5769560444352435,0,0,1.9966970954952572,0,0,0,0,0.258672436012643,0,0
chest_hosp/train/1/CX-1-1804.jpeg_001,1,0.00017744684636666896,5,7,0.1241279270527138,5,7,0.0002498003482612754,5,7,5,3,0.03646605570935635,5,7
chest_hosp/train/1/CX-1-1805.jpeg_000,0,0.5121361984260024,0,1,0.7036011389177849,0,0,1.9936168418591844,0,0,0,0,0.21506700207788598,0,0
chest_hosp/train/1/CX-1-1805.jpeg_001,1,5.6486129808575036e-05,5,6,0.13563682374286223,5,7,4.415695561499344e-05,5,7,5,3,0.016181094970762255,5,7
chest_hosp/train/1/CX-1-1806.jpeg_000,0,0.49621644265596454,0,0,0.796496700504373,0,0,1.993868224458789,0,0,0,0,0.2062586654007882,0,0
chest_hosp/train/1/CX-1-1806.jpeg_001,1,2.967112491969459e-05,5,7,0.20657896005870768,5,7,2.55386485016329e-05,5,7,5,3,0.01715215901725553,5,7
chest_hosp/train/1/CX-1-1807.jpeg_000,0,0.48307454295680496,1,1,0.6180595342994424,0,0,1.9941327433916252,0,0,0,0,0.24082822867940878,0,0
chest_hosp/train/1/CX-1-1807.jpeg_001,1,0.00026415804064028325,4,6,0.2672863251686145,5,7,1.1178214139095921e-05,5,7,5,3,0.03614051315473432,5,7
chest_hosp/train/1/CX-1-1808.jpeg_000,0,0.5279249507854737,0,0,0.6933244678712739,0,0,1.9948101313443747,0,0,0,0,0.2518866720695243,0,0
chest_hosp/train/1/CX-1-1808.jpeg_001,1,0.00040971420229951594,5,7,0.13340159241445915,5,7,1.4888822478242858e-06,5,7,5,3,0.032909236355803784,5,7
chest_hosp/train/1/CX-1-1809.jpeg_000,0,0.5309368155443173,0,0,0.7554988800206587,0,0,1.9966230111142198,0,0,0,0,0.2618263450922199,0,0
chest_hosp/train/1/CX-1-1809.jpeg_001,1,0.0005132384201183005,5,7,0.22091947760893027,5,7,0.00022993513490654482,5,7,5,3,0.0429997673219612,5,7
chest_hosp/train/1/CX-1-1810.jpeg_000,0,0.5217886810447487,0,0,0.35320980626291953,2,4,1.9931622686110435,0,0,0,0,0.20930770759926187,0,0
chest_hosp/train/1/CX-1-1810.jpeg_001,1,0.0002344138385033112,5,7,0.3715756764749605,3,3,8.921865115107952e-05,5,7,5,3,0.08859088784077129,5,7
chest_hosp/train/1/CX-1-1811.jpeg_000,0,0.5058103668606329,1,1,0.5018770532459185,0,0,1.996880619199279,0,0,0,0,0.25545801855642236,0,0
chest_hosp/train/1/CX-1-1811.jpeg_001,1,5.669490054538429e-06,4,6,0.17046796044742196,5,7,0.00030365666643983324,5,7,5,3,0.07440965581161363,5,7
chest_hosp/train/1/CX-1-1812.jpeg_000,0,0.514454280663003,0,1,0.6713853607271505,0,0,1.9950278290327907,0,0,0,0,0.25863654145225357,0,0
chest_hosp/train/1/CX-1-1812.jpeg_001,1,8.821079491927453e-05,5,6,0.1058132816982209,5,7,7.558429967913227e-06,5,7,5,3,0.03745591744942878,5,7
chest_hosp/train/1/CX-1-1813.jpeg_000,0,0.5209414365577556,0,0,0.6890010712333944,0,0,1.991649838643302,0,0,0,0,0.2219403863202586,0,0
chest_hosp/train/1/CX-1-1813.jpeg_001,1,0.00021398689376184166,5,7,0.06564281387297655,5,7,0.0003294330496578235,5,7,5,3,0.012232218099994085,5,7
chest_hosp/train/1/CX-1-1814.jpeg_000,0,0.5263241235715366,1,1,0.4195308887783602,0,0,1.9969738438109026,0,0,0,0,0.2568255297984302,0,0
chest_hosp/train/1/CX-1-1814.jpeg_001,1,0.00035936240836587086,4,6,0.1879269066787861,5,7,0.0003336918480518758,5,7,5,3,0.06411207451179424,5,7
chest_hosp/train/1/CX-1-1815.jpeg_000,0,0.48081436333868177,1,1,0.7310735071776967,0,0,1.995449962743978,0,0,0,0,0.25209299099291593,0,0
chest_hosp/train/1/CX-1-1815.jpeg_001,1,0.0003283804380760369,4,6,0.30576031142062265,5,7,3.3785749245396346e-05,5,7,5,3,0.05634041172073667,5,7
chest_hosp/train/1/CX-1-1816.jpeg_000,0,0.516853346294745,0,0,0.8176936433654366,0,0,1.9876642290171156,0,0,0,0,0.22426483428339072,0,0
chest_hosp/train/1/CX-1-1816.jpeg_001,1,0.00012839203250325504,5,7,0.13639059691147426,5,7,0.0014352233515786406,5,7,5,3,0.01791981319095881,5,7
chest_hosp/train/1/CX-1-1817.jpeg_000,0,0.48653211983715905,1,1,0.8120591539249815,0,0,1.996943312280121,0,0,0,0,0.3003425728099658,0,0
chest_hosp/train/1/CX-1-1817.jpeg_001,1,0.0001795734383043257,4,6,0.4849666748134691,5,7,0.0003236486066992006,5,7,5,3,0.09036016088601317,5,7
chest_hosp/train/1/CX-1-1818.jpeg_000,0,0.48809140398944895,3,3,0.7889874628379706,0,0,1.986380097914593,0,0,0,0,0.2138716889092458,0,0
chest_hosp/train/1/CX-1-1818.jpeg_001,1,0.00014680605888339748,2,4,0.1595885449062615,5,7,0.0018955737908876724,5,7,5,3,0.01704266395401277,5,7
chest_hosp/train/1/CX-1-1819.jpeg_000,0,0.4482501494212193,1,2,0.53275485178814,2,3,1.9984263506065676,0,0,0,0,0.2990357054700655,0,0
chest_hosp/train/1/CX-1-1819.jpeg_001,1,0.0020595429323914116,4,5,0.5717380091732672,3,4,0.001129935561092199,5,7,5,3,0.11268750057052468,5,7
chest_hosp/train/1/CX-1-1820.jpeg_000,0,0.41752897921733967,1,2,0.5296910948359854,3,4,0.5778766658322918,0,0,0,0,0.19083123909386113,0,1
chest_hosp/train/1/CX-1-1820.jpeg_001,1,0.005146253766036835,4,5,0.4038068397884832,2,3,1.3260626184167932,5,7,5,3,0.20890779625083744,5,6
chest_hosp/train/1/CX-1-1821.jpeg_000,0,0.516234686319665,0,0,0.3021885699246949,3,5,0.0012020394937855006,2,3,3,1,0.09737883652932733,0,0
chest_hosp/train/1/CX-1-1821.jpeg_001,1,0.00011731692825256435,5,7,0.37943676237837365,2,2,1.98836596095416,3,4,2,2,0.15698166334414232,5,7
chest_hosp/train/1/CX-1-1822.jpeg_000,0,0.5125087113270995,0,0,0.69864738722709,0,0,1.9960183387196992,0,0,0,0,0.2530844788265856,0,0
chest_hosp/train/1/CX-1-1822.jpeg_001,1,6.111234277972333e-05,5,7,0.18829230537258368,5,7,0.00010344281796148547,5,7,5,3,0.05598853675370474,5,7
chest_hosp/train/1/CX-1-1823.jpeg_000,0,0.5246194927647212,0,1,0.6172842307483299,0,0,1.9971632374213413,0,0,0,0,0.2609671749846525,0,0
chest_hosp/train/1/CX-1-1823.jpeg_001,1,0.0003093244356188185,5,6,0.27077415473143807,5,7,0.0004007042934853766,5,7,5,3,0.058350182615463764,5,7
chest_hosp/train/1/CX-1-1824.jpeg_000,0,0.4934274955117619,0,1,0.7512867182782194,0,0,1.9967971512412748,0,0,0,0,0.25619465310959144,0,0
chest_hosp/train/1/CX-1-1824.jpeg_001,1,5.978701662490149e-05,5,6,0.21406775353356622,5,7,0.00027831963717772634,5,7,5,3,0.0503191575105113,5,7
chest_hosp/train/1/CX-1-1825.jpeg_000,0,0.5270130772682491,0,0,0.37924172463816985,1,1,1.9943307490530084,0,0,0,0,0.24218968110939565,0,0
chest_hosp/train/1/CX-1-1825.jpeg_001,1,0.000380634044569117,5,7,0.31734970376181093,4,6,4.153081169411266e-06,5,7,5,3,0.11526622391897823,5,7
chest_hosp/train/1/CX-1-1826.jpeg_000,0,0.542046549674206,0,0,0.38143031168855335,0,0,0.008480813571650647,1,2,2,2,0.16069934754606474,0,1
chest_hosp/train/1/CX-1-1826.jpeg_001,1,0.0009934385507380794,5,7,0.3487466588749355,5,7,1.9727513907099379,4,5,3,1,0.19996381597540125,5,6
chest_hosp/train/1/CX-1-1827.jpeg_000,0,0.4474701065420773,0,0,0.7418372898975366,0,0,1.9941000109601315,0,0,0,0,0.22689211864045356,0,0
chest_hosp/train/1/CX-1-1827.jpeg_001,1,0.0021199945092328365,5,7,0.241308308041855,5,7,1.2652704718840724e-05,5,7,5,3,0.026526772426512912,5,7
chest_hosp/train/1/CX-1-1828.jpeg_000,0,0.5092817771078513,0,1,0.7652036489965088,0,0,1.995402071025227,0,0,0,0,0.25035884821724774,0,0
chest_hosp/train/1/CX-1-1828.jpeg_001,1,2.7054670532988823e-05,5,6,0.11276875181806445,5,7,2.9790658264694514e-05,5,7,5,3,0.026252727892316807,5,7
chest_hosp/train/1/CX-1-1829.jpeg_000,0,0.5254390499091396,0,0,0.376786163723305,0,0,1.9964386111491952,0,0,0,0,0.21848352468801613,0,0
chest_hosp/train/1/CX-1-1829.jpeg_001,1,0.0003329204118714957,5,7,0.16784205538203445,5,7,0.00018487368184116892,5,7,5,3,0.12683476360196877,5,7
chest_hosp/train/1/CX-1-1830.jpeg_000,0,0.5385143899509711,0,0,0.5823260373078797,0,0,1.9970490732939383,0,0,0,0,0.2745770554654928,0,0
chest_hosp/train/1/CX-1-1830.jpeg_001,1,0.0008240958522226505,5,7,0.22843418326571785,5,7,0.00035932107542668845,5,7,5,3,0.1040024739752814,5,7
chest_hosp/train/1/CX-1-1831.jpeg_000,0,0.5371474891844707,1,1,0.5436922526195669,0,0,1.9967313271017568,0,0,0,0,0.312724635743326,0,0
chest_hosp/train/1/CX-1-1831.jpeg_001,1,0.0007627180999891792,4,6,0.1544689100975971,5,7,0.0002593353566022749,5,7,5,3,0.07616871121824642,5,7
chest_hosp/train/1/CX-1-1832.jpeg_000,0,0.5353743854116695,0,0,0.7912494394900838,0,0,1.9952199966152206,0,0,0,0,0.24702042282875236,0,0
chest_hosp/train/1/CX-1-1832.jpeg_001,1,0.0006865693191263622,5,7,0.09232810636329525,5,7,1.7032048027054714e-05,5,7,5,3,0.021095073184345003,5,7
chest_hosp/train/1/CX-1-1833.jpeg_000,0,0.5342605251638278,1,1,0.8298895047446633,0,0,1.9902314696095305,0,0,0,0,0.22112754852001926,0,0
chest_hosp/train/1/CX-1-1833.jpeg_001,1,0.0006407412478010022,4,6,0.08888688765604491,5,7,0.0006565367967835689,5,7,5,3,0.010949145729885701,5,7
chest_hosp/train/1/CX-1-1834.jpeg_000,0,0.5176936503360305,1,1,0.7433433265145888,0,0,1.9890545837715463,0,0,0,0,0.2146971054569048,0,0
chest_hosp/train/1/CX-1-1834.jpeg_001,1,0.00014422732180863207,4,6,0.0770797614267178,5,7,0.0009872971718098977,5,7,5,3,0.014968420116902692,5,7
chest_hosp/train/1/CX-1-1835.jpeg_000,0,0.531354475898678,1,1,0.7388583938548323,0,0,1.9911304803041294,0,0,0,0,0.2227171929165126,0,0
chest_hosp/train/1/CX-1-1835.jpeg_001,1,0.0005284978308015553,4,6,0.09988627880142231,5,7,0.0004391109932042614,5,7,5,3,0.020654727915999205,5,7
chest_hosp/train/1/CX-1-1836.jpeg_000,0,0.5179215297683695,0,0,0.6062718646154341,0,0,1.991135245522298,0,0,0,0,0.21601064249727941,0,0
chest_hosp/train/1/CX-1-1836.jpeg_001,1,0.00014867880171998138,5,7,0.09959012066079387,5,7,0.0004380489732922488,5,7,5,3,0.05612483200447915,5,7
chest_hosp/train/1/CX-1-1837.jpeg_000,0,0.51870974240552,0,0,0.6354378934992594,0,0,1.9958923973615168,0,0,0,0,0.2262042642655422,0,0
chest_hosp/train/1/CX-1-1837.jpeg_001,1,0.0001645925143386462,5,7,0.06112332290099687,5,7,8.426376336589936e-05,5,7,5,3,0.026339409527298963,5,7
chest_hosp/train/1/CX-1-1838.jpeg_000,0,0.5118594327983388,0,0,0.6365713007456305,0,0,1.9965812214180159,0,0,0,0,0.25394979545720975,0,0
chest_hosp/train/1/CX-1-1838.jpeg_001,1,5.316619537032441e-05,5,7,0.08008985902815358,5,7,0.00021918419038435832,5,7,5,3,0.023553976304831137,5,7
chest_hosp/train/1/CX-1-1839.jpeg_000,0,0.5354196312878952,0,0,0.7380128837953119,0,0,1.9952735197908193,0,0,0,0,0.24274226725621384,0,0
chest_hosp/train/1/CX-1-1839.jpeg_001,1,0.0006884636806894218,5,7,0.2421774926453344,5,7,2.0390801300451677e-05,5,7,5,3,0.028240478753971177,5,7
chest_hosp/train/1/CX-1-1840.jpeg_000,0,0.5340275907506644,0,0,0.6869083402854779,0,0,1.9946173737999442,0,0,0,0,0.23315364036310815,0,0
chest_hosp/train/1/CX-1-1840.jpeg_001,1,0.000631353820853775,5,7,0.06963591681422432,5,7,1.1491369744653923e-08,5,7,5,3,0.012760052961950596,5,7
chest_hosp/train/1/CX-1-1841.jpeg_000,0,0.4913409857094445,0,1,0.5659407012794198,0,0,1.9965929943346297,0,0,0,0,0.2642355369514784,0,0
chest_hosp/train/1/CX-1-1841.jpeg_001,1,8.920021771274822e-05,5,6,0.1429047081702951,5,7,0.00022218025397269248,5,7,5,3,0.03573729763353006,5,7
chest_hosp/train/1/CX-1-1842.jpeg_000,0,0.528335584648078,0,0,0.7864476619607026,0,0,1.992009921860248,0,0,0,0,0.2362212000729964,0,0
chest_hosp/train/1/CX-1-1842.jpeg_001,1,0.0004231535509905404,5,7,0.23206562450881907,5,7,0.00026096387818297373,5,7,5,3,0.034514476230313784,5,7
chest_hosp/train/1/CX-1-1843.jpeg_000,0,0.22754808197711107,2,4,0.6866660577200394,0,0,1.992941918923244,0,0,0,0,0.23597186898331923,0,0
chest_hosp/train/1/CX-1-1843.jpeg_001,1,0.06495955521806263,3,3,0.5142253308884004,5,7,0.00011598516228150668,5,7,5,3,0.07940333953520406,5,7
chest_hosp/train/1/CX-1-1844.jpeg_000,0,0.541280557085116,1,1,0.3860769103051176,0,1,0.003600609771213792,2,2,0,0,0.20533915921784696,0,0
chest_hosp/train/1/CX-1-1844.jpeg_001,1,0.000955402741626088,4,6,0.3936004331156885,5,6,1.9822796322235843,3,5,5,3,0.21685753321839063,5,7
chest_hosp/train/1/CX-1-1845.jpeg_000,0,0.47265648192639165,1,1,0.28766266703352394,2,3,1.9957939886546459,0,0,0,0,0.2691544638688175,0,0
chest_hosp/train/1/CX-1-1845.jpeg_001,1,0.0006194979310986115,4,6,0.3518463681521895,3,4,7.082169427241602e-05,5,7,5,3,0.09915181995194888,5,7
chest_hosp/train/1/CX-1-1846.jpeg_000,0,0.43381829025182805,1,2,0.785909656887528,0,0,1.9914104237981747,0,0,0,0,0.22354468389131932,0,0
chest_hosp/train/1/CX-1-1846.jpeg_001,1,0.0033271393611821187,4,5,0.31484712809218696,5,7,0.000378445961155105,5,7,5,3,0.01894475777554283,5,7
chest_hosp/train/1/CX-1-1847.jpeg_000,0,0.46895597417176027,0,0,0.2606368330419888,1,1,1.994981119159503,0,0,0,0,0.2172591239388364,0,0
chest_hosp/train/1/CX-1-1847.jpeg_001,1,0.0007824907696191152,5,7,0.31238242083575574,4,6,5.848704699440432e-06,5,7,5,3,0.16108062737472062,5,7
chest_hosp/train/1/CX-1-1848.jpeg_000,0,0.435451398996227,1,2,0.3017843258966405,3,5,1.9961271774759066,0,0,0,0,0.25232798888472363,0,0
chest_hosp/train/1/CX-1-1848.jpeg_001,1,0.0031677187547920482,4,5,0.4098175885242512,2,2,0.0001218797085775769,5,7,5,3,0.14197744940100665,5,7
chest_hosp/train/1/CX-1-1849.jpeg_000,0,0.4210258104587308,1,2,0.7143184729487548,0,0,1.9920541100306055,0,0,0,0,0.22827039585943965,0,0
chest_hosp/train/1/CX-1-1849.jpeg_001,1,0.0047202233414359585,4,5,0.4774218841274762,5,7,0.00025301300277225103,5,7,5,3,0.053278044091885524,5,7
chest_hosp/train/1/CX-1-1850.jpeg_000,0,0.5240819473558262,0,0,0.31988627789979207,0,0,1.9953436894164027,0,0,0,0,0.2724623226469579,0,0
chest_hosp/train/1/CX-1-1850.jpeg_001,1,0.0002943125847124639,5,7,0.22830988059748547,5,7,2.528534635415358e-05,5,7,5,3,0.12053856848271938,5,7
chest_hosp/train/1/CX-1-1851.jpeg_000,0,0.5318190450821558,0,0,0.7086255144741003,0,0,1.997841164284165,0,0,0,0,0.27281863296916353,0,0
chest_hosp/train/1/CX-1-1851.jpeg_001,1,0.0005457290057362396,5,7,0.10861237249511757,5,7,0.0007192528953788857,5,7,5,3,0.06054110795037282,5,7
chest_hosp/train/1/CX-1-1852.jpeg_000,0,0.5040348771489783,0,1,0.6344847890459439,0,0,1.988478936274967,0,0,0,0,0.2494307993124466,0,0
chest_hosp/train/1/CX-1-1852.jpeg_001,1,8.762820601360133e-07,5,6,0.22833339121865714,5,7,0.0011658186351152233,5,7,5,3,0.04587586723663395,5,7
chest_hosp/train/1/CX-1-1853.jpeg_000,0,0.5186589690226022,0,0,0.5606254990666755,0,0,1.9981337727434094,0,0,0,0,0.2796131596662743,0,0
chest_hosp/train/1/CX-1-1853.jpeg_001,1,0.0001635432880554566,5,7,0.11336681165731144,5,7,0.0009050044031464477,5,7,5,3,0.06944633629008601,5,7
chest_hosp/train/1/CX-1-1854.jpeg_000,0,0.5378345058374744,0,0,0.4899262397838773,0,0,1.9938783650105902,0,0,0,0,0.2611017783092412,0,0
chest_hosp/train/1/CX-1-1854.jpeg_001,1,0.0007932765299625277,5,7,0.18296424806515288,5,7,2.4887149219665616e-05,5,7,5,3,0.045650704806109554,5,7
chest_hosp/train/1/CX-1-1855.jpeg_000,0,0.5508685170045188,3,3,0.5158954667935141,0,0,1.9962507082534615,0,0,0,0,0.2513533250535511,0,0
chest_hosp/train/1/CX-1-1855.jpeg_001,1,0.001483491387790914,2,4,0.18304521548756147,5,7,0.00014499485083740993,5,7,5,3,0.035297412932601246,5,7
chest_hosp/train/1/CX-1-1856.jpeg_000,0,0.5491626169454371,0,1,0.6916115089853777,0,0,1.9971056614385214,0,0,0,0,0.28902271012099057,0,0
chest_hosp/train/1/CX-1-1856.jpeg_001,1,0.0013813018279373868,5,6,0.42347352200747,5,7,0.00037944999674821567,5,7,5,3,0.09550001898268312,5,7
chest_hosp/train/1/CX-1-1857.jpeg_000,0,0.5145023743031034,1,1,0.7408027729842278,0,0,1.9931147861374199,0,0,0,0,0.2475554929533066,0,0
chest_hosp/train/1/CX-1-1857.jpeg_001,1,8.894299418493734e-05,4,6,0.11205125047448994,5,7,9.472469896321112e-05,5,7,5,3,0.03573331985069195,5,7
chest_hosp/train/1/CX-1-1858.jpeg_000,0,0.5317186747992251,0,0,0.8097460171855356,0,0,1.989017422490598,0,0,0,0,0.22277976932399968,0,0
chest_hosp/train/1/CX-1-1858.jpeg_001,1,0.0005419832126313251,5,7,0.09002179238973573,5,7,0.0009985081584240607,5,7,5,3,0.01805618717693902,5,7
chest_hosp/train/1/CX-1-1859.jpeg_000,0,0.5208681885900928,0,0,0.49594133338348634,0,0,1.9967804881593083,0,0,0,0,0.2796156692345436,0,0
chest_hosp/train/1/CX-1-1859.jpeg_001,1,0.0002122641248751833,5,7,0.18361729822015416,5,7,0.0002734320456779793,5,7,5,3,0.0755407795376769,5,7
chest_hosp/train/1/CX-1-1860.jpeg_000,0,0.12578193794190407,4,6,0.8413264178548013,0,0,1.9900525275906564,0,0,0,0,0.22244487692194603,0,0
chest_hosp/train/1/CX-1-1860.jpeg_001,1,0.9867039381369489,1,1,0.7193047657384669,5,7,0.000703638740925272,5,7,5,3,0.054579280687230836,5,7
chest_hosp/train/1/CX-1-1861.jpeg_000,0,0.4790516574382778,1,1,0.8764846639286145,0,0,1.9901140809184334,0,0,0,0,0.21820540733776306,0,0
chest_hosp/train/1/CX-1-1861.jpeg_001,1,0.00038339349204041806,4,6,0.2511776044016447,5,7,0.0006873005483114536,5,7,5,3,0.02071502751581966,5,7
chest_hosp/train/1/CX-1-1862.jpeg_000,0,0.5411113170010369,0,0,0.822417545061897,0,0,1.9954719445035023,0,0,0,0,0.27016372272546996,0,0
chest_hosp/train/1/CX-1-1862.jpeg_001,1,0.0009470968657619983,5,7,0.23743212418678517,5,7,3.571103748400972e-05,5,7,5,3,0.0885926915816776,5,7
chest_hosp/train/1/CX-1-1863.jpeg_000,0,0.5092426268827521,0,0,0.8567136818103849,0,0,1.9872528998290568,0,0,0,0,0.21561659055177107,0,0
chest_hosp/train/1/CX-1-1863.jpeg_001,1,2.672516123614077e-05,5,7,0.16463813056349097,5,7,0.0015781529797996852,5,7,5,3,0.01929482778583036,5,7
chest_hosp/train/1/CX-1-1864.jpeg_000,0,0.4869625598532863,1,1,0.8594166147615443,0,0,1.9842338802001478,0,0,0,0,0.22113508509312674,0,0
chest_hosp/train/1/CX-1-1864.jpeg_001,1,0.0001701948532332187,4,6,0.15387822750917723,5,7,0.0027483408346535843,5,7,5,3,0.03150413279927711,5,7
chest_hosp/train/1/CX-1-1865.jpeg_000,0,0.510382427075883,0,0,0.7688776228598448,0,0,1.9900709119518387,0,0,0,0,0.20847920896826033,0,0
chest_hosp/train/1/CX-1-1865.jpeg_001,1,3.7140539501767655e-05,5,7,0.12065943234134613,5,7,0.0006987441523158555,5,7,5,3,0.0322234558590736,5,7
chest_hosp/train/1/CX-1-1866.jpeg_000,0,0.5343255585932392,1,1,0.8325185998658347,0,0,1.9968509463146198,0,0,0,0,0.2815205338018487,0,0
chest_hosp/train/1/CX-1-1866.jpeg_001,1,0.0006433742754561322,4,6,0.197768951604398,5,7,0.00029448436001688894,5,7,5,3,0.09300438913713494,5,7
chest_hosp/train/1/CX-1-1867.jpeg_000,0,0.5235754555385237,0,0,0.5163886366384354,0,0,1.9947511326621084,0,0,0,0,0.28533399652056013,0,0
chest_hosp/train/1/CX-1-1867.jpeg_001,1,0.0002805051824080751,5,7,0.3442696594291156,5,7,6.582721405745673e-07,5,7,5,3,0.09928934104806231,5,7
chest_hosp/train/1/CX-1-1868.jpeg_000,0,0.5335824898639678,0,0,0.8525342557039168,0,0,1.9908645220159404,0,0,0,0,0.2340388065364748,0,0
chest_hosp/train/1/CX-1-1868.jpeg_001,1,0.000613604974380122,5,7,0.19801622511226202,5,7,0.0004999491409315437,5,7,5,3,0.023706811729594657,5,7
chest_hosp/train/1/CX-1-1869.jpeg_000,0,0.5273593972797591,0,0,0.8033014930223796,0,0,1.9945059387920625,0,0,0,0,0.24222589316816112,0,0
chest_hosp/train/1/CX-1-1869.jpeg_001,1,0.00039155424144177164,5,7,0.19486372811256414,5,7,7.461132794928105e-07,5,7,5,3,0.03303841297076815,5,7
chest_hosp/train/1/CX-1-1870.jpeg_000,0,0.5297037352359251,0,0,0.6968881758303405,0,0,1.99510686870821,0,0,0,0,0.25577222777502895,0,0
chest_hosp/train/1/CX-1-1870.jpeg_001,1,0.00046946986957818737,5,7,0.07286306454554303,5,7,1.0973688122861702e-05,5,7,5,3,0.023462588828601305,5,7
chest_hosp/train/1/CX-1-1871.jpeg_000,0,0.5341822088083379,0,0,0.7652258985888902,0,0,1.9956762394155063,0,0,0,0,0.25180382386069555,0,0
chest_hosp/train/1/CX-1-1871.jpeg_001,1,0.0006375774590201555,5,7,0.13343854784964915,5,7,5.6446291814338245e-05,5,7,5,3,0.02315124381596545,5,7
chest_hosp/train/1/CX-1-1872.jpeg_000,0,0.5268626823723317,0,0,0.7174735973506879,0,0,1.9955785965787425,0,0,0,0,0.26276007481960373,0,0
chest_hosp/train/1/CX-1-1872.jpeg_001,1,0.00037593915729849936,5,7,0.09082632929474554,5,7,4.5886394902439065e-05,5,7,5,3,0.03151452104367458,5,7
